0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
8.0,9580.8,9592.7,8402.9,7742.7,5928.9,5509.7,5223.2,4533.0,3342.9,3344.0,3356.9,3264.2,3108.4,2995.6,2919.0,2561.4,2930.9,3132.5,2183.4,2143.9,2303.2,2133.8,1977.5,1751.1,1513.3,1890.6,1979.3,2445.0,2334.9,2255.5,1302.1,1110.5,1104.0,901.2,901.2,962.3,1046.0,713.1,432.4,0.0,19.6,50.1,53.2,168.8,357.7,376.1,412.0,415.9,419.8,33.0,65.4,216.4,263.5,419.0,437.2,626.9,591.9,2180.8,1905.7,2477.7,3161.3,3191.5,4119.9,2172.8,1923.7,1549.6,2504.3,2554.5,2480.6,3025.1,3033.3,4183.6,5359.3,5266.8,5920.7,6522.7,7375.9,7877.4,2683.2,2830.3,2506.9,2274.4,2491.8,2541.4,1573.0,1479.6,1043.4,1176.5,1023.3,884.0,385.4,490.2,459.2,277.4,320.5,423.8,331.9,276.7,452.1,553.5,1118.1,1583.7,1876.5,7135.0,10781.5,6398.9,4419.0,6720.6,9308.8,9580.8,5223.2,4533.0,3342.9,3344.0,3356.9,3264.2,2995.6,2919.0,2561.4,2183.4,2143.9,2303.2,1977.5,1751.1,1890.6,1979.3,2334.9,2255.5,1110.5,1104.0,901.2,901.2,432.4,0.0,19.6,50.1,53.2,168.8,357.7,376.1,412.0,415.9,419.8,33.0,65.4,419.0,437.2,626.9,2180.8,1905.7,2477.7,4119.9,1923.7,1549.6,5359.3,2683.2,2506.9,2491.8,1479.6,1043.4,1176.5,1023.3,884.0,385.4,490.2,459.2,277.4,423.8,276.7,452.1,1876.5,10781.5,6720.6
105.0,9600.5,9612.4,8422.6,7762.3,5948.5,5529.3,5242.8,4552.6,3362.6,3363.7,3376.5,3283.9,3128.1,3015.3,2938.6,2581.0,2950.5,3152.1,2203.0,2163.6,2322.9,2153.4,1997.1,1770.8,1532.9,1910.2,1998.9,2464.6,2354.5,2275.1,1321.8,1130.1,1123.7,920.8,920.8,981.9,1065.7,732.7,452.1,19.6,0.0,30.4,33.6,149.2,377.4,395.8,431.7,435.5,439.4,52.7,85.0,236.1,243.9,399.3,417.6,607.3,572.2,2161.1,1886.1,2458.1,3141.6,3171.9,4100.2,2153.1,1904.1,1529.9,2010.3,2262.3,2500.3,3044.8,3053.0,4203.3,5378.9,5286.4,5940.3,6542.3,7395.5,7897.0,2499.8,2538.1,2526.5,2294.0,2511.5,2561.1,1592.6,1460.0,1063.0,1156.8,1003.7,864.4,365.7,470.5,439.6,257.8,300.8,404.2,312.2,257.0,432.5,533.9,1098.5,1564.1,1856.8,7115.4,10761.8,6379.2,4399.4,6740.2,9328.5,9600.5,5242.8,4552.6,3362.6,3363.7,3376.5,3283.9,3015.3,2938.6,2581.0,2203.0,2163.6,2322.9,1997.1,1770.8,1910.2,1998.9,2354.5,2275.1,1130.1,1123.7,920.8,920.8,452.1,19.6,0.0,30.4,33.6,149.2,377.4,395.8,431.7,435.5,439.4,52.7,85.0,399.3,417.6,607.3,2161.1,1886.1,2458.1,4100.2,1904.1,1529.9,5378.9,2499.8,2526.5,2511.5,1460.0,1063.0,1156.8,1003.7,864.4,365.7,470.5,439.6,257.8,404.2,257.0,432.5,1856.8,10761.8,6740.2
102.0,9630.9,9642.8,8453.0,7792.7,5979.0,5559.7,5273.3,4583.0,3393.0,3394.1,3406.9,3314.3,3158.5,3045.7,2969.0,2611.4,2980.9,3182.6,2233.4,2194.0,2353.3,2183.8,2027.5,1801.2,1563.4,2041.3,2130.0,2117.2,2385.0,2305.5,1352.2,1160.6,1154.1,951.2,951.2,1012.4,1096.1,763.1,482.5,50.1,30.4,0.0,3.2,144.8,407.8,426.2,462.1,466.0,469.9,83.1,115.4,142.3,239.5,394.9,413.2,602.9,567.8,2156.7,1881.7,2453.7,3137.2,3167.5,4095.9,2148.7,1899.7,1525.5,2005.9,2257.9,2530.7,3075.2,3083.4,4233.7,5409.3,5316.8,5970.8,6572.8,7425.9,7927.5,2495.4,2533.7,2557.0,2324.4,2541.9,2591.5,1623.0,1455.6,1190.4,1152.4,999.3,860.0,361.3,466.1,435.2,253.4,296.4,399.8,307.9,252.7,428.1,529.5,1094.1,1559.7,1852.4,7111.0,10757.4,6374.8,4395.0,6770.6,9358.9,9630.9,5273.3,4583.0,3393.0,3394.1,3406.9,3314.3,3045.7,2969.0,2611.4,2233.4,2194.0,2353.3,2027.5,1801.2,2041.3,2130.0,2385.0,2305.5,1160.6,1154.1,951.2,951.2,482.5,50.1,30.4,0.0,3.2,144.8,407.8,426.2,462.1,466.0,469.9,83.1,115.4,394.9,413.2,602.9,2156.7,1881.7,2453.7,4095.9,1899.7,1525.5,5409.3,2495.4,2557.0,2541.9,1455.6,1190.4,1152.4,999.3,860.0,361.3,466.1,435.2,253.4,399.8,252.7,428.1,1852.4,10757.4,6770.6
104.0,9634.0,9645.9,8456.2,7795.9,5982.1,5562.9,5276.4,4586.2,3396.2,3397.3,3410.1,3317.5,3161.6,3048.9,2972.2,2614.6,2984.1,3185.7,2236.6,2197.2,2356.5,2187.0,2030.7,1804.4,1566.5,2044.5,2133.2,2120.3,2388.1,2308.7,1355.4,1163.7,1157.2,954.4,954.4,1015.5,1099.3,766.3,485.7,53.2,33.6,3.2,0.0,147.9,411.0,429.3,465.3,469.1,473.0,86.3,118.6,139.2,242.7,398.1,416.3,606.1,571.0,2159.9,1884.9,2456.9,3140.4,3170.7,4099.0,2151.9,1902.9,1528.7,2009.1,2261.1,2533.9,3078.4,3086.5,4236.9,5412.5,5320.0,5973.9,6575.9,7429.1,7930.6,2498.6,2536.8,2560.1,2327.6,2545.1,2594.7,1626.2,1458.8,1193.6,1155.6,1002.5,863.2,364.5,469.3,438.3,256.5,299.6,403.0,311.0,255.8,431.3,532.6,1097.3,1562.8,1855.6,7114.2,10760.6,6378.0,4398.2,6773.8,9362.1,9634.0,5276.4,4586.2,3396.2,3397.3,3410.1,3317.5,3048.9,2972.2,2614.6,2236.6,2197.2,2356.5,2030.7,1804.4,2044.5,2133.2,2388.1,2308.7,1163.7,1157.2,954.4,954.4,485.7,53.2,33.6,3.2,0.0,147.9,411.0,429.3,465.3,469.1,473.0,86.3,118.6,398.1,416.3,606.1,2159.9,1884.9,2456.9,4099.0,1902.9,1528.7,5412.5,2498.6,2560.1,2545.1,1458.8,1193.6,1155.6,1002.5,863.2,364.5,469.3,438.3,256.5,403.0,255.8,431.3,1855.6,10760.6,6773.8
9.0,9749.6,9761.5,8420.2,7759.9,5946.1,5526.9,5240.4,4522.3,3360.2,3361.3,3374.1,3281.5,3125.6,3012.9,2936.2,2816.1,2948.1,3149.7,2352.2,2161.1,2320.4,2302.6,2146.3,1919.9,1682.1,2058.7,2147.4,2134.5,2244.6,2420.7,1467.2,1279.3,1272.8,967.6,967.6,980.5,753.0,597.5,601.3,168.8,149.2,144.8,147.9,0.0,176.7,195.1,231.0,234.9,238.8,201.8,234.2,385.3,256.9,423.1,441.4,631.1,585.2,2172.2,1897.2,2469.2,3205.8,3236.0,4164.4,2166.1,1917.1,1542.9,2023.2,2275.3,2648.7,3193.2,3201.4,4351.7,5527.3,5434.8,6088.8,6690.8,7543.9,8045.5,2512.8,2551.0,2674.9,2442.4,2470.4,2421.4,1698.7,1473.0,1207.7,1169.8,1016.6,877.3,378.7,483.5,414.4,270.7,316.9,352.8,408.1,270.0,445.5,484.2,1008.3,1473.9,1766.7,7024.5,10670.9,6288.3,4308.4,6889.4,9477.6,9749.6,5240.4,4522.3,3360.2,3361.3,3374.1,3281.5,3012.9,2936.2,2816.1,2352.2,2161.1,2320.4,2146.3,1919.9,2058.7,2147.4,2244.6,2420.7,1279.3,1272.8,967.6,967.6,601.3,168.8,149.2,144.8,147.9,0.0,176.7,195.1,231.0,234.9,238.8,201.8,234.2,423.1,441.4,631.1,2172.2,1897.2,2469.2,4164.4,1917.1,1542.9,5527.3,2512.8,2674.9,2470.4,1473.0,1207.7,1169.8,1016.6,877.3,378.7,483.5,414.4,270.7,352.8,270.0,445.5,1766.7,10670.9,6889.4
149.0,9653.0,9664.9,8475.1,7814.8,6001.1,5581.8,5295.4,4605.1,3415.1,3416.2,3429.0,3336.4,3180.6,3067.8,2991.1,2633.5,3003.0,3204.6,2255.5,2216.1,2375.4,2205.9,2049.6,1823.3,1585.5,1963.2,2051.9,2039.1,2149.1,2327.6,1374.3,1182.6,1176.2,973.3,973.3,1034.4,1118.2,785.2,504.6,101.5,121.1,151.6,154.7,270.3,0.0,18.4,54.3,58.2,62.1,105.2,137.5,288.6,363.0,529.3,547.5,737.2,692.0,2279.0,2004.0,2576.0,3259.5,3289.8,4218.1,2269.9,2020.9,1646.7,1928.9,2626.7,2552.8,3097.3,3105.5,4255.8,5431.4,5338.9,5992.9,6594.8,7448.0,7949.5,2755.3,2902.4,2579.0,2346.5,2564.0,2613.6,1645.1,1380.3,1115.0,1077.1,923.9,981.1,485.5,590.3,520.5,378.9,422.0,525.3,433.4,378.2,553.7,655.0,1416.1,1881.7,2174.4,7236.5,10883.0,6500.4,4453.2,6792.7,9381.0,9653.0,5295.4,4605.1,3415.1,3416.2,3429.0,3336.4,3067.8,2991.1,2633.5,2255.5,2216.1,2375.4,2049.6,1823.3,1963.2,2051.9,2149.1,2327.6,1182.6,1176.2,973.3,973.3,504.6,101.5,121.1,151.6,154.7,270.3,0.0,18.4,54.3,58.2,62.1,105.2,137.5,529.3,547.5,737.2,2279.0,2004.0,2576.0,4218.1,2020.9,1646.7,5431.4,2755.3,2579.0,2564.0,1380.3,1115.0,1077.1,923.9,981.1,485.5,590.3,520.5,378.9,525.3,378.2,553.7,2174.4,10883.0,6792.7
58.0,9634.6,9646.5,8456.7,7796.5,5982.7,5563.4,5277.0,4586.8,3396.7,3397.8,3410.7,3318.0,3162.2,3049.4,2972.8,2615.2,2984.6,3186.3,2237.2,2197.7,2357.0,2187.6,2031.3,1804.9,1567.1,1944.8,2033.5,2020.7,2130.8,2309.2,1355.9,1164.3,1157.8,955.0,955.0,1016.1,1099.8,766.9,486.2,83.1,102.8,133.2,136.4,251.9,411.5,0.0,35.9,39.8,43.7,86.8,119.1,270.2,344.6,510.9,529.1,718.9,673.6,2260.6,1985.6,2557.6,3241.1,3271.4,4199.8,2251.5,2002.5,1628.3,1910.6,2608.3,2534.4,3078.9,3087.1,4237.4,5413.1,5320.6,5974.5,6576.5,7429.7,7931.2,2737.0,2884.1,2560.7,2328.2,2545.6,2595.2,1626.8,1361.9,1096.7,1058.7,905.6,962.8,467.1,571.9,502.1,360.5,403.6,507.0,415.0,359.8,535.3,636.6,1397.7,1863.3,2156.1,7218.2,10864.6,6482.0,4434.8,6774.4,9362.6,9634.6,5277.0,4586.8,3396.7,3397.8,3410.7,3318.0,3049.4,2972.8,2615.2,2237.2,2197.7,2357.0,2031.3,1804.9,1944.8,2033.5,2130.8,2309.2,1164.3,1157.8,955.0,955.0,486.2,83.1,102.8,133.2,136.4,251.9,411.5,0.0,35.9,39.8,43.7,86.8,119.1,510.9,529.1,718.9,2260.6,1985.6,2557.6,4199.8,2002.5,1628.3,5413.1,2737.0,2560.7,2545.6,1361.9,1096.7,1058.7,905.6,962.8,467.1,571.9,502.1,360.5,507.0,359.8,535.3,2156.1,10864.6,6774.4
56.0,9598.7,9610.6,8420.8,7760.6,5946.8,5527.5,5241.1,4550.9,3360.8,3361.9,3374.8,3282.1,3126.3,3013.5,2936.9,2579.3,2948.7,3150.4,2201.3,2161.8,2321.1,2151.7,1995.4,1769.0,1531.2,1908.9,1997.6,1984.8,2094.9,2273.3,1320.0,1128.4,1121.9,919.1,919.1,980.2,1063.9,731.0,450.3,47.2,66.9,97.3,100.5,216.0,375.6,394.0,0.0,3.9,7.8,50.9,83.2,234.3,308.7,475.0,493.2,683.0,637.7,2224.7,1949.7,2521.7,3205.2,3235.5,4163.9,2215.6,1966.6,1592.4,1874.7,2572.4,2498.5,3043.0,3051.2,4201.5,5377.2,5284.7,5938.6,6540.6,7393.8,7895.3,2701.1,2848.2,2524.8,2292.3,2509.7,2559.3,1590.9,1326.0,1060.8,1022.8,869.7,926.9,431.2,536.0,466.2,324.6,367.7,471.1,379.1,323.9,499.4,600.7,1361.8,1827.4,2120.2,7182.3,10828.7,6446.1,4398.9,6738.5,9326.7,9598.7,5241.1,4550.9,3360.8,3361.9,3374.8,3282.1,3013.5,2936.9,2579.3,2201.3,2161.8,2321.1,1995.4,1769.0,1908.9,1997.6,2094.9,2273.3,1128.4,1121.9,919.1,919.1,450.3,47.2,66.9,97.3,100.5,216.0,375.6,394.0,0.0,3.9,7.8,50.9,83.2,475.0,493.2,683.0,2224.7,1949.7,2521.7,4163.9,1966.6,1592.4,5377.2,2701.1,2524.8,2509.7,1326.0,1060.8,1022.8,869.7,926.9,431.2,536.0,466.2,324.6,471.1,323.9,499.4,2120.2,10828.7,6738.5
55.0,9594.8,9606.7,8416.9,7756.7,5942.9,5523.6,5237.2,4547.0,3356.9,3358.0,3370.9,3278.2,3122.4,3009.6,2933.0,2575.4,2944.8,3146.5,2197.4,2157.9,2317.2,2147.8,1991.5,1765.1,1527.3,1905.0,1993.7,1980.9,2091.0,2269.4,1316.1,1124.5,1118.0,915.2,915.2,976.3,1060.0,727.1,446.4,43.3,63.0,93.4,96.6,212.1,371.7,390.1,426.0,0.0,3.9,47.0,79.3,230.4,304.8,471.1,489.3,679.1,633.8,2220.8,1945.8,2517.8,3201.3,3231.6,4160.0,2211.7,1962.7,1588.5,1870.8,2568.5,2494.6,3039.1,3047.3,4197.6,5373.3,5280.8,5934.7,6536.7,7389.9,7891.4,2697.2,2844.3,2520.9,2288.4,2505.8,2555.4,1587.0,1322.1,1056.9,1018.9,865.8,923.0,427.3,532.1,462.3,320.7,363.8,467.2,375.2,320.0,495.5,596.8,1357.9,1823.5,2116.3,7178.4,10824.8,6442.2,4395.0,6734.6,9322.8,9594.8,5237.2,4547.0,3356.9,3358.0,3370.9,3278.2,3009.6,2933.0,2575.4,2197.4,2157.9,2317.2,1991.5,1765.1,1905.0,1993.7,2091.0,2269.4,1124.5,1118.0,915.2,915.2,446.4,43.3,63.0,93.4,96.6,212.1,371.7,390.1,426.0,0.0,3.9,47.0,79.3,471.1,489.3,679.1,2220.8,1945.8,2517.8,4160.0,1962.7,1588.5,5373.3,2697.2,2520.9,2505.8,1322.1,1056.9,1018.9,865.8,923.0,427.3,532.1,462.3,320.7,467.2,320.0,495.5,2116.3,10824.8,6734.6
54.0,9590.9,9602.8,8413.0,7752.8,5939.0,5519.8,5233.3,4543.1,3353.0,3354.1,3367.0,3274.3,3118.5,3005.7,2929.1,2571.5,2941.0,3142.6,2193.5,2154.0,2313.3,2143.9,1987.6,1761.2,1523.4,1901.1,1989.8,1977.0,2087.1,2265.5,1312.2,1120.6,1114.1,911.3,911.3,972.4,1056.1,723.2,442.5,39.4,59.1,89.5,92.7,208.3,367.8,386.2,422.1,426.0,0.0,43.1,75.5,226.5,300.9,467.2,485.4,675.2,629.9,2217.0,1941.9,2513.9,3197.4,3227.7,4156.1,2207.8,1958.8,1584.6,1866.9,2564.6,2490.7,3035.2,3043.4,4193.7,5369.4,5276.9,5930.8,6532.8,7386.0,7887.5,2693.3,2840.4,2517.0,2284.5,2501.9,2551.5,1583.1,1318.2,1053.0,1015.0,861.9,919.1,423.4,528.2,458.4,316.9,359.9,463.3,371.3,316.1,491.6,593.0,1354.0,1819.6,2112.4,7174.5,10820.9,6438.3,4391.1,6730.7,9318.9,9590.9,5233.3,4543.1,3353.0,3354.1,3367.0,3274.3,3005.7,2929.1,2571.5,2193.5,2154.0,2313.3,1987.6,1761.2,1901.1,1989.8,2087.1,2265.5,1120.6,1114.1,911.3,911.3,442.5,39.4,59.1,89.5,92.7,208.3,367.8,386.2,422.1,426.0,0.0,43.1,75.5,467.2,485.4,675.2,2217.0,1941.9,2513.9,4156.1,1958.8,1584.6,5369.4,2693.3,2517.0,2501.9,1318.2,1053.0,1015.0,861.9,919.1,423.4,528.2,458.4,316.9,463.3,316.1,491.6,2112.4,10820.9,6730.7
7.0,10012.5,10024.4,8444.0,7783.8,5970.0,5550.8,5264.3,4546.1,3384.0,3385.1,3398.0,3265.8,3149.5,3036.7,2940.9,2908.4,2931.9,3563.8,2530.4,2575.9,2735.2,2480.8,2324.5,2184.1,1715.4,1858.0,1946.7,1933.9,2044.0,2196.2,1269.6,1542.1,1535.6,1332.0,1332.0,1395.8,890.8,783.0,832.0,430.2,449.9,261.9,258.7,406.7,559.9,578.2,614.1,618.0,621.9,0.0,32.3,183.4,257.8,424.1,442.3,632.1,586.8,2173.8,1898.8,2470.8,3154.3,3184.6,4113.0,2164.7,1915.7,1541.5,1823.8,2273.9,2448.0,2992.6,3000.7,4151.0,5326.7,5234.2,5888.1,6490.1,7343.3,7844.8,2511.4,2549.7,2474.3,2241.8,2459.3,2508.9,1498.6,1275.1,1009.9,971.9,818.8,876.0,380.3,485.1,415.3,453.5,626.8,654.6,562.6,514.6,682.9,786.3,1356.0,1821.6,2114.3,7367.8,11014.3,6631.6,4812.3,7152.3,9740.5,10012.5,5264.3,4546.1,3384.0,3385.1,3398.0,3265.8,3036.7,2940.9,2908.4,2530.4,2575.9,2735.2,2324.5,2184.1,1858.0,1946.7,2044.0,2196.2,1542.1,1535.6,1332.0,1332.0,832.0,430.2,449.9,261.9,258.7,406.7,559.9,578.2,614.1,618.0,621.9,0.0,32.3,424.1,442.3,632.1,2173.8,1898.8,2470.8,4113.0,1915.7,1541.5,5326.7,2511.4,2474.3,2459.3,1275.1,1009.9,971.9,818.8,876.0,380.3,485.1,415.3,453.5,654.6,514.6,682.9,2114.3,11014.3,7152.3
48.0,9980.2,9992.1,8411.7,7751.4,5937.7,5518.4,5231.9,4513.8,3351.7,3352.8,3365.6,3233.5,3117.2,3004.4,2908.6,2876.1,2899.6,3531.4,2498.1,2543.6,2702.9,2448.4,2292.2,2151.8,1683.1,1825.7,1914.4,1901.6,2011.6,2163.9,1237.2,1509.7,1503.2,1299.7,1299.7,1363.4,858.4,750.7,799.7,397.9,417.5,229.6,226.4,374.4,527.5,545.9,581.8,585.7,589.6,401.5,0.0,151.1,225.5,391.8,410.0,599.7,554.5,2141.5,1866.5,2438.5,3122.0,3152.3,4080.6,2132.4,1883.3,1509.2,1791.4,2241.6,2415.7,2960.2,2968.4,4118.7,5294.4,5201.8,5855.8,6457.8,7311.0,7812.5,2479.0,2517.3,2442.0,2209.5,2426.9,2476.5,1466.2,1242.7,977.5,939.6,786.4,843.6,348.0,452.8,383.0,421.1,594.5,622.2,530.3,482.2,650.5,754.0,1323.7,1789.2,2082.0,7335.5,10981.9,6599.3,4780.0,7120.0,9708.2,9980.2,5231.9,4513.8,3351.7,3352.8,3365.6,3233.5,3004.4,2908.6,2876.1,2498.1,2543.6,2702.9,2292.2,2151.8,1825.7,1914.4,2011.6,2163.9,1509.7,1503.2,1299.7,1299.7,799.7,397.9,417.5,229.6,226.4,374.4,527.5,545.9,581.8,585.7,589.6,401.5,0.0,391.8,410.0,599.7,2141.5,1866.5,2438.5,4080.6,1883.3,1509.2,5294.4,2479.0,2442.0,2426.9,1242.7,977.5,939.6,786.4,843.6,348.0,452.8,383.0,421.1,622.2,482.2,650.5,2082.0,10981.9,7120.0
101.0,10030.7,10042.6,8462.2,7801.9,5988.2,5568.9,5282.5,4564.3,3402.2,3403.3,3416.1,3284.0,3167.7,3054.9,2959.1,2926.6,2950.1,3581.9,2548.6,2594.1,2753.4,2499.0,2342.7,2202.3,1963.2,1876.2,1964.9,1952.1,2062.1,2238.2,1284.7,1560.2,1553.7,1350.2,1350.2,1413.9,1495.5,1162.7,850.2,229.9,210.3,205.9,209.1,223.3,806.4,824.8,860.7,864.5,868.4,262.9,295.3,0.0,74.4,240.7,258.9,448.6,403.4,1998.1,1723.1,2295.1,2978.6,3008.9,3937.3,1983.6,1734.6,1360.4,1840.8,2092.8,2466.2,3010.7,3018.9,4169.2,5344.9,5252.3,5906.3,6508.3,7361.5,7863.0,2330.3,2368.6,2492.5,2260.0,2287.9,2238.9,1516.2,1290.5,1025.3,987.3,834.2,694.9,196.2,301.8,231.9,270.0,443.4,471.1,379.2,331.1,499.5,602.9,1172.6,1638.1,1930.9,7184.4,10830.8,6448.2,4468.4,7170.5,9758.7,10030.7,5282.5,4564.3,3402.2,3403.3,3416.1,3284.0,3054.9,2959.1,2926.6,2548.6,2594.1,2753.4,2342.7,2202.3,1876.2,1964.9,2062.1,2238.2,1560.2,1553.7,1350.2,1350.2,850.2,229.9,210.3,205.9,209.1,223.3,806.4,824.8,860.7,864.5,868.4,262.9,295.3,240.7,258.9,448.6,1998.1,1723.1,2295.1,3937.3,1734.6,1360.4,5344.9,2330.3,2492.5,2287.9,1290.5,1025.3,987.3,834.2,694.9,196.2,301.8,231.9,270.0,471.1,331.1,499.5,1930.9,10830.8,7170.5
36.0,10013.1,10025.0,9724.2,9035.3,6221.3,5802.1,5515.6,4797.4,3635.3,3636.4,3649.3,3517.1,3400.8,3288.0,3192.2,3159.7,3183.2,3815.1,2781.7,2827.2,2986.5,2732.1,2575.8,2435.4,1950.5,2109.3,2198.0,2185.2,2295.3,2597.7,1517.8,1793.4,1786.9,1583.3,1583.3,1647.1,1728.6,1395.8,1083.3,437.2,417.6,413.2,416.3,433.7,599.1,617.4,653.3,657.2,661.1,470.2,502.6,555.0,307.5,18.2,0.0,189.7,216.6,1739.2,1464.2,2036.2,2719.7,2750.0,3678.4,2397.0,1967.7,1593.6,2073.9,2326.0,2699.4,3004.2,3012.4,3997.4,5173.1,5080.6,5734.5,6336.5,7189.7,7691.2,2743.6,2862.0,2725.6,2493.1,2647.4,2598.4,1749.3,1650.0,1384.8,1346.8,1193.7,928.0,322.4,187.2,91.0,151.4,349.6,281.3,189.3,160.2,309.6,344.0,973.0,1438.5,1731.3,6925.5,10571.9,6189.3,4209.5,7152.8,9741.1,10013.1,5515.6,4797.4,3635.3,3636.4,3649.3,3517.1,3288.0,3192.2,3159.7,2781.7,2827.2,2986.5,2575.8,2435.4,2109.3,2198.0,2295.3,2597.7,1793.4,1786.9,1583.3,1583.3,1083.3,437.2,417.6,413.2,416.3,433.7,599.1,617.4,653.3,657.2,661.1,470.2,502.6,18.2,0.0,189.7,1739.2,1464.2,2036.2,3678.4,1967.7,1593.6,5173.1,2743.6,2725.6,2647.4,1650.0,1384.8,1346.8,1193.7,928.0,322.4,187.2,91.0,151.4,281.3,160.2,309.6,1731.3,10571.9,7152.8
47.0,10072.0,10083.9,9783.2,9094.2,6521.0,6101.8,5815.3,5097.1,3935.0,3936.1,3949.0,3816.9,3700.5,3587.8,3511.1,3543.6,3523.0,3724.6,2965.6,3011.1,3170.4,2915.9,2759.7,2619.3,2380.2,2293.2,2381.9,2846.2,2736.1,2656.7,1704.7,1977.2,1970.7,1767.2,1767.2,1830.9,1912.5,1579.7,1267.2,631.5,611.8,607.5,610.6,623.7,1223.4,1241.7,1277.7,1281.5,1285.4,664.5,696.8,738.9,497.5,208.2,190.0,0.0,275.6,1798.2,1523.2,2095.2,2778.7,2809.0,3737.3,2455.9,2153.0,1778.9,2257.6,2918.2,3002.0,3063.2,3071.4,4056.4,5232.1,5139.6,5793.5,6395.5,7248.7,7750.2,2802.6,2920.9,2908.1,2675.6,2706.4,2657.4,1933.9,1708.9,1443.7,1405.8,1252.6,1141.6,512.4,377.2,281.0,341.4,476.2,440.6,379.3,354.5,301.6,402.9,964.3,1429.8,1722.6,6984.5,10630.9,6248.3,4268.4,7211.8,9800.0,10072.0,5815.3,5097.1,3935.0,3936.1,3949.0,3816.9,3587.8,3511.1,3543.6,2965.6,3011.1,3170.4,2759.7,2619.3,2293.2,2381.9,2736.1,2656.7,1977.2,1970.7,1767.2,1767.2,1267.2,631.5,611.8,607.5,610.6,623.7,1223.4,1241.7,1277.7,1281.5,1285.4,664.5,696.8,208.2,190.0,0.0,1798.2,1523.2,2095.2,3737.3,2153.0,1778.9,5232.1,2802.6,2908.1,2706.4,1708.9,1443.7,1405.8,1252.6,1141.6,512.4,377.2,281.0,341.4,440.6,354.5,301.6,1722.6,10630.9,7211.8
34.0,10099.1,10111.0,8603.6,9121.3,6129.6,5710.4,5423.9,4705.7,3543.6,3544.7,3557.6,3425.4,3309.1,3196.3,3100.5,3068.0,3091.5,3723.4,2690.0,2735.5,2894.8,2640.4,2484.1,2343.7,2104.6,2017.6,2106.3,2093.5,2203.6,2355.8,1429.2,1701.7,1695.2,1491.6,1491.6,1555.4,1636.9,1304.1,991.6,818.2,837.8,541.8,538.6,585.6,947.8,966.2,1002.1,1006.0,1009.9,821.8,854.2,463.3,327.8,206.0,224.3,275.7,0.0,1587.0,1312.0,1884.0,2567.5,2597.8,3526.1,2244.7,1876.0,1501.9,2046.4,2234.3,2607.7,2852.0,2860.2,4310.6,5486.3,5393.8,6047.7,6649.7,7502.9,8004.4,2591.4,2709.7,2633.9,2401.4,2618.9,2446.2,1722.7,1497.8,1232.5,1194.6,1041.4,836.3,236.9,101.7,173.2,436.8,605.8,436.5,344.5,315.4,328.6,429.9,991.3,1456.9,1749.6,7011.5,10657.9,6275.3,4295.5,7238.8,9827.1,10099.1,5423.9,4705.7,3543.6,3544.7,3557.6,3425.4,3196.3,3100.5,3068.0,2690.0,2735.5,2894.8,2484.1,2343.7,2017.6,2106.3,2203.6,2355.8,1701.7,1695.2,1491.6,1491.6,991.6,818.2,837.8,541.8,538.6,585.6,947.8,966.2,1002.1,1006.0,1009.9,821.8,854.2,206.0,224.3,275.7,1587.0,1312.0,1884.0,3526.1,1876.0,1501.9,5486.3,2591.4,2633.9,2618.9,1497.8,1232.5,1194.6,1041.4,836.3,236.9,101.7,173.2,436.8,436.5,315.4,328.6,1749.6,10657.9,7238.8
